STATUS,MW,LogP,nHAcc,nHDon,canonical_smiles,standard_value,SMILES_desalt,pIC50,molecule_chembl_id
Intermediate,374.83200000000005,2.9745800000000004,6,2,CC(CN(C)C)Oc1ccc(Cl)cc1NC(=O)Nc1cnc(C#N)cn1,3229.0,CC(CN(C)C)Oc1ccc(Cl)cc1NC(=O)Nc1cnc(C#N)cn1,5.490931954982838,CHEMBL425904
Inactive,373.8000000000002,3.06098,6,2,CC1(COc2ccc(Cl)cc2NC(=O)Nc2cnc(C#N)cn2)COC1,10000.0,CC1(COc2ccc(Cl)cc2NC(=O)Nc2cnc(C#N)cn2)COC1,5.0,CHEMBL192161
Active,495.5840000000005,3.4018000000000024,10,2,CCCCC(=O)Nc1ncc(Nc2ncnc3cc(OCCCN4CCOCC4)c(OC)cc23)cn1,17.0,CCCCC(=O)Nc1ncc(Nc2ncnc3cc(OCCCN4CCOCC4)c(OC)cc23)cn1,7.769551078621726,CHEMBL204318
Active,516.5620000000004,2.9204000000000008,11,2,COc1cc2c(Nc3cnc(NC(=O)c4ccncc4)nc3)ncnc2cc1OCCCN1CCOCC1,690.0,COc1cc2c(Nc3cnc(NC(=O)c4ccncc4)nc3)ncnc2cc1OCCCN1CCOCC1,6.161150909262744,CHEMBL203507
Intermediate,678.816,4.336100000000003,12,2,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)Nc2ncc(Nc3ncnc4cc(OCCCN5CCOCC5)c(OC)cc34)cn2)cc1,3900.0,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)Nc2ncc(Nc3ncnc4cc(OCCCN5CCOCC5)c(OC)cc34)cn2)cc1,5.4089353929735005,CHEMBL206374
Active,543.6280000000005,4.087800000000003,10,2,CCc1ccc(C(=O)Nc2ncc(Nc3ncnc4cc(OCCCN5CCOCC5)c(OC)cc34)cn2)cc1,85.0,CCc1ccc(C(=O)Nc2ncc(Nc3ncnc4cc(OCCCN5CCOCC5)c(OC)cc34)cn2)cc1,7.070581074285707,CHEMBL204217
Active,608.4969999999998,4.596320000000004,10,2,COc1cc2c(Nc3cnc(NC(=O)c4ccc(C)c(Br)c4)nc3)ncnc2cc1OCCCN1CCOCC1,70.0,COc1cc2c(Nc3cnc(NC(=O)c4ccc(C)c(Br)c4)nc3)ncnc2cc1OCCCN1CCOCC1,7.154901959985743,CHEMBL203007
Active,568.0090000000001,4.317900000000003,10,2,COc1cc2c(Nc3cnc(NC(=O)c4ccc(F)c(Cl)c4)nc3)ncnc2cc1OCCCN1CCOCC1,0.15,COc1cc2c(Nc3cnc(NC(=O)c4ccc(F)c(Cl)c4)nc3)ncnc2cc1OCCCN1CCOCC1,9.823908740944319,CHEMBL382667
Active,550.0190000000002,4.1788000000000025,10,2,COc1cc2c(Nc3cnc(NC(=O)c4cccc(Cl)c4)nc3)ncnc2cc1OCCCN1CCOCC1,0.1,COc1cc2c(Nc3cnc(NC(=O)c4cccc(Cl)c4)nc3)ncnc2cc1OCCCN1CCOCC1,10.0,CHEMBL205877
Active,515.5740000000004,3.525400000000002,10,2,COc1cc2c(Nc3ncc(NC(=O)c4ccccc4)cn3)ncnc2cc1OCCCN1CCOCC1,629.0,COc1cc2c(Nc3ncc(NC(=O)c4ccccc4)cn3)ncnc2cc1OCCCN1CCOCC1,6.201349354554731,CHEMBL206266
Active,515.5740000000003,3.525400000000002,10,2,COc1cc2c(Nc3cnc(NC(=O)c4ccccc4)nc3)ncnc2cc1OCCCN1CCOCC1,3.0,COc1cc2c(Nc3cnc(NC(=O)c4ccccc4)nc3)ncnc2cc1OCCCN1CCOCC1,8.522878745280337,CHEMBL381724
Active,548.0470000000001,5.332500000000004,9,2,COc1cc2c(Nc3cnc(NC(=O)c4cccc(Cl)c4)nc3)ncnc2cc1OCCCN1CCCCC1,0.8,COc1cc2c(Nc3cnc(NC(=O)c4cccc(Cl)c4)nc3)ncnc2cc1OCCCN1CCCCC1,9.096910013008056,CHEMBL203945
Active,383.4770000000001,3.6316700000000015,7,6,CC(CO)NC(=N)c1c(O)nsc1Nc1ccc(Nc2ccccc2)cc1,265.0,CC(CO)NC(=N)c1c(O)nsc1Nc1ccc(Nc2ccccc2)cc1,6.576754126063192,CHEMBL253116
Active,384.4610000000001,3.4707000000000017,7,4,CC(CO)/N=C(\N)c1c(O)nsc1Nc1ccc(Oc2ccccc2)cc1,260.0,CC(CO)/N=C(\N)c1c(O)nsc1Nc1ccc(Oc2ccccc2)cc1,6.585026652029182,CHEMBL437331
Active,413.40300000000013,5.331100000000003,5,3,O=C(Nc1cccc(Nc2ccnc(Nc3cccc(C(F)(F)F)c3)n2)c1)C1CC1,931.0,O=C(Nc1cccc(Nc2ccnc(Nc3cccc(C(F)(F)F)c3)n2)c1)C1CC1,6.031050319018657,CHEMBL216260
Inactive,413.4030000000001,5.331100000000003,5,3,O=C(Nc1cccc(Nc2cc(Nc3cccc(C(F)(F)F)c3)ncn2)c1)C1CC1,10000.0,O=C(Nc1cccc(Nc2cc(Nc3cccc(C(F)(F)F)c3)ncn2)c1)C1CC1,5.0,CHEMBL387187
Inactive,598.605,5.565700000000005,9,2,CNc1ncnc(-c2cccnc2Oc2ccc(F)c(C(=O)Nc3cc(C(F)(F)F)ccc3N(C)CCCN(C)C)c2)n1,25000.0,CNc1ncnc(-c2cccnc2Oc2ccc(F)c(C(=O)Nc3cc(C(F)(F)F)ccc3N(C)CCCN(C)C)c2)n1,4.6020599913279625,CHEMBL373882
Intermediate,465.5530000000001,5.053800000000004,4,4,O=C(N[C@H]1CC[C@H](O)CC1)c1ccc2c(c1)Cc1c(-c3ccc(-c4ccc(O)cc4)cc3)n[nH]c1-2,8090.0,O=C(N[C@H]1CC[C@H](O)CC1)c1ccc2c(c1)Cc1c(-c3ccc(-c4ccc(O)cc4)cc3)n[nH]c1-2,5.092051478387727,CHEMBL438485
Active,484.9390000000002,7.103200000000005,5,1,COc1cc2nccc(Oc3ccc4c(C(=O)Nc5ccc(Cl)cc5)cccc4c3)c2cc1OC,371.0,COc1cc2nccc(Oc3ccc4c(C(=O)Nc5ccc(Cl)cc5)cccc4c3)c2cc1OC,6.430626090384954,CHEMBL429743
Intermediate,387.39500000000015,3.3867000000000003,5,2,COc1cc2nccc(Oc3ccc4c(C(N)=O)cccc4c3)c2cc1C(N)=O,6800.0,COc1cc2nccc(Oc3ccc4c(C(N)=O)cccc4c3)c2cc1C(N)=O,5.167491087293763,CHEMBL260532
Intermediate,445.47500000000025,3.6640000000000015,6,2,COCCNC(=O)c1cccc2cc(Oc3ccnc4cc(OC)c(C(N)=O)cc34)ccc12,8300.0,COCCNC(=O)c1cccc2cc(Oc3ccnc4cc(OC)c(C(N)=O)cc34)ccc12,5.080921907623926,CHEMBL260531
Intermediate,427.46000000000026,4.180000000000002,5,2,COc1cc2nccc(Oc3ccc4c(C(=O)NC5CC5)cccc4c3)c2cc1C(N)=O,4400.0,COc1cc2nccc(Oc3ccc4c(C(=O)NC5CC5)cccc4c3)c2cc1C(N)=O,5.356547323513812,CHEMBL272250
Intermediate,344.37000000000006,4.2878000000000025,4,1,COc1ccc2c(Oc3ccc4c(C(N)=O)cccc4c3)ccnc2c1,8300.0,COc1ccc2c(Oc3ccc4c(C(N)=O)cccc4c3)ccnc2c1,5.080921907623926,CHEMBL272252
Intermediate,402.45000000000016,4.565100000000004,5,1,COCCNC(=O)c1cccc2cc(Oc3ccnc4cc(OC)ccc34)ccc12,8300.0,COCCNC(=O)c1cccc2cc(Oc3ccnc4cc(OC)ccc34)ccc12,5.080921907623926,CHEMBL272251
Intermediate,384.43500000000006,5.081100000000004,4,1,COc1ccc2c(Oc3ccc4c(C(=O)NC5CC5)cccc4c3)ccnc2c1,8300.0,COc1ccc2c(Oc3ccc4c(C(=O)NC5CC5)cccc4c3)ccnc2c1,5.080921907623926,CHEMBL270342
Intermediate,375.3840000000001,3.6914000000000016,6,1,COc1cc2ncnc(Oc3ccc4c(C(N)=O)cccc4c3)c2cc1OC,8300.0,COc1cc2ncnc(Oc3ccc4c(C(N)=O)cccc4c3)c2cc1OC,5.080921907623926,CHEMBL270556
Inactive,433.4640000000002,3.968700000000003,7,1,COCCNC(=O)c1cccc2cc(Oc3ncnc4cc(OC)c(OC)cc34)ccc12,25000.0,COCCNC(=O)c1cccc2cc(Oc3ncnc4cc(OC)c(OC)cc34)ccc12,4.6020599913279625,CHEMBL412278
Intermediate,415.44900000000024,4.484700000000003,6,1,COc1cc2ncnc(Oc3ccc4c(C(=O)NC5CC5)cccc4c3)c2cc1OC,8300.0,COc1cc2ncnc(Oc3ccc4c(C(=O)NC5CC5)cccc4c3)c2cc1OC,5.080921907623926,CHEMBL411284
Intermediate,374.39600000000013,4.296400000000003,5,1,COc1cc2nccc(Oc3ccc4c(C(N)=O)cccc4c3)c2cc1OC,5000.0,COc1cc2nccc(Oc3ccc4c(C(N)=O)cccc4c3)c2cc1OC,5.301029995663981,CHEMBL271984
Intermediate,446.50300000000027,4.963800000000004,6,1,COCCCNC(=O)c1cccc2cc(Oc3ccnc4cc(OC)c(OC)cc34)ccc12,3500.0,COCCCNC(=O)c1cccc2cc(Oc3ccnc4cc(OC)c(OC)cc34)ccc12,5.455931955649724,CHEMBL271189
Intermediate,432.4760000000002,4.573700000000003,6,1,COCCNC(=O)c1cccc2cc(Oc3ccnc4cc(OC)c(OC)cc34)ccc12,7200.0,COCCNC(=O)c1cccc2cc(Oc3ccnc4cc(OC)c(OC)cc34)ccc12,5.142667503568732,CHEMBL271188
Active,456.42000000000013,5.489600000000004,5,1,COc1cc2nccc(Oc3ccc4c(C(=O)NCC(F)(F)F)cccc4c3)c2cc1OC,930.0,COc1cc2nccc(Oc3ccc4c(C(=O)NCC(F)(F)F)cccc4c3)c2cc1OC,6.031517051446065,CHEMBL410840
Intermediate,430.5040000000002,5.725800000000005,5,1,COc1cc2nccc(Oc3ccc4c(C(=O)NC(C)(C)C)cccc4c3)c2cc1OC,3700.0,COc1cc2nccc(Oc3ccc4c(C(=O)NC(C)(C)C)cccc4c3)c2cc1OC,5.431798275933005,CHEMBL406914
Intermediate,416.4770000000002,5.3357000000000046,5,1,COc1cc2nccc(Oc3ccc4c(C(=O)NC(C)C)cccc4c3)c2cc1OC,3600.0,COc1cc2nccc(Oc3ccc4c(C(=O)NC(C)C)cccc4c3)c2cc1OC,5.443697499232712,CHEMBL408211
Intermediate,416.4770000000002,5.337300000000004,5,1,CCCNC(=O)c1cccc2cc(Oc3ccnc4cc(OC)c(OC)cc34)ccc12,1700.0,CCCNC(=O)c1cccc2cc(Oc3ccnc4cc(OC)c(OC)cc34)ccc12,5.769551078621726,CHEMBL409103
Intermediate,402.45000000000016,4.947200000000004,5,1,CCNC(=O)c1cccc2cc(Oc3ccnc4cc(OC)c(OC)cc34)ccc12,1500.0,CCNC(=O)c1cccc2cc(Oc3ccnc4cc(OC)c(OC)cc34)ccc12,5.823908740944319,CHEMBL269871
Intermediate,388.4230000000002,4.557100000000004,5,1,CNC(=O)c1cccc2cc(Oc3ccnc4cc(OC)c(OC)cc34)ccc12,3600.0,CNC(=O)c1cccc2cc(Oc3ccnc4cc(OC)c(OC)cc34)ccc12,5.443697499232712,CHEMBL270754
Active,428.4880000000002,5.337300000000004,5,1,COc1cc2nccc(Oc3ccc4c(C(=O)NCC5CC5)cccc4c3)c2cc1OC,840.0,COc1cc2nccc(Oc3ccc4c(C(=O)NCC5CC5)cccc4c3)c2cc1OC,6.075720713938118,CHEMBL270755
Active,428.4880000000002,5.4798000000000044,5,1,COc1cc2nccc(Oc3ccc4c(C(=O)NC5(C)CC5)cccc4c3)c2cc1OC,560.0,COc1cc2nccc(Oc3ccc4c(C(=O)NC5(C)CC5)cccc4c3)c2cc1OC,6.251811972993799,CHEMBL428961
Active,442.5150000000003,5.869900000000005,5,1,COc1cc2nccc(Oc3ccc4c(C(=O)NC5CCCC5)cccc4c3)c2cc1OC,620.0,COc1cc2nccc(Oc3ccc4c(C(=O)NC5CCCC5)cccc4c3)c2cc1OC,6.2076083105017466,CHEMBL410903
Active,428.4880000000003,5.4798000000000044,5,1,COc1cc2nccc(Oc3ccc4c(C(=O)NC5CCC5)cccc4c3)c2cc1OC,440.0,COc1cc2nccc(Oc3ccc4c(C(=O)NC5CCC5)cccc4c3)c2cc1OC,6.356547323513812,CHEMBL259252
Intermediate,414.46100000000024,5.089700000000004,5,1,COc1cc2nccc(Oc3ccc4c(C(=O)NC5CC5)cccc4c3)c2cc1OC,2000.0,COc1cc2nccc(Oc3ccc4c(C(=O)NC5CC5)cccc4c3)c2cc1OC,5.698970004336019,CHEMBL272198
Active,400.43800000000016,4.642900000000004,6,2,COc1cc2ncnc(Nc3ccc(NC(=O)c4ccccc4)cc3)c2cc1OC,310.0,COc1cc2ncnc(Nc3ccc(NC(=O)c4ccccc4)cc3)c2cc1OC,6.508638306165727,CHEMBL382590
Active,396.379,1.0686999999999995,8,4,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(O)c1c(F)cccc1F,11.0,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(O)c1c(F)cccc1F,7.958607314841775,CHEMBL259605
Active,332.32300000000004,2.652300000000001,7,2,O=C(O)c1ccc(Nc2ncc3nnn(-c4ccccc4)c3n2)cc1,292.0,O=C(O)c1ccc(Nc2ncc3nnn(-c4ccccc4)c3n2)cc1,6.534617148551582,CHEMBL402932
Active,351.322,3.5702000000000007,7,3,O=C(O)c1ccc(Nc2ncc([N+](=O)[O-])c(Nc3ccccc3)n2)cc1,346.0,O=C(O)c1ccc(Nc2ncc([N+](=O)[O-])c(Nc3ccccc3)n2)cc1,6.460923901207224,CHEMBL257188
Active,425.4450000000003,3.3222000000000014,8,4,O=C(O)c1ccc(Nc2ncc([N+](=O)[O-])c(NC34CC5CC(CC(O)(C5)C3)C4)n2)cc1,156.0,O=C(O)c1ccc(Nc2ncc([N+](=O)[O-])c(NC34CC5CC(CC(O)(C5)C3)C4)n2)cc1,6.806875401645538,CHEMBL402902
Active,390.44700000000023,3.5884000000000027,7,2,O=C(O)c1ccc(Nc2ncc3nnn(C45CC6CC(CC(C6)C4)C5)c3n2)cc1,910.0,O=C(O)c1ccc(Nc2ncc3nnn(C45CC6CC(CC(C6)C4)C5)c3n2)cc1,6.040958607678906,CHEMBL257577
Intermediate,344.33400000000006,2.4916,8,1,O=C1OC(Nc2ncc3nnn(-c4ccccc4)c3n2)c2ccccc21,7300.0,O=C1OC(Nc2ncc3nnn(-c4ccccc4)c3n2)c2ccccc21,5.136677139879544,CHEMBL253956
Active,362.34900000000005,2.4175000000000004,8,2,O=C(O)COc1ccc(Nc2ncc3nnn(-c4ccccc4)c3n2)cc1,128.0,O=C(O)COc1ccc(Nc2ncc3nnn(-c4ccccc4)c3n2)cc1,6.892790030352131,CHEMBL402541
Active,381.348,3.3354000000000017,8,3,O=C(O)COc1ccc(Nc2ncc([N+](=O)[O-])c(Nc3ccccc3)n2)cc1,85.0,O=C(O)COc1ccc(Nc2ncc([N+](=O)[O-])c(Nc3ccccc3)n2)cc1,7.070581074285707,CHEMBL402969
Active,358.36100000000005,3.0519000000000016,7,2,O=C(O)/C=C\c1ccc(Nc2ncc3nnn(-c4ccccc4)c3n2)cc1,112.0,O=C(O)/C=C\c1ccc(Nc2ncc3nnn(-c4ccccc4)c3n2)cc1,6.950781977329818,CHEMBL255735
Active,360.37700000000007,2.971300000000001,7,2,O=C(O)CCc1ccc(Nc2ncc3nnn(-c4ccccc4)c3n2)cc1,375.0,O=C(O)CCc1ccc(Nc2ncc3nnn(-c4ccccc4)c3n2)cc1,6.425968732272281,CHEMBL404565
Active,479.63500000000016,4.694600000000004,8,3,O=C(Nc1cccc(CCN2CCC2)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1,53.0,O=C(Nc1cccc(CCN2CCC2)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1,7.275724130399211,CHEMBL519728
Active,547.6320000000002,6.0610000000000035,8,3,O=C(Nc1cc(CN2CCCC2)cc(C(F)(F)F)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1,4.0,O=C(Nc1cc(CN2CCCC2)cc(C(F)(F)F)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1,8.397940008672037,CHEMBL486850
Active,402.54900000000026,4.256600000000003,7,3,O=C(Nc1ncc(CCNc2ncnc3ccsc23)s1)NC1CCCCC1,270.0,O=C(Nc1ncc(CCNc2ncnc3ccsc23)s1)NC1CCCCC1,6.568636235841013,CHEMBL487892
Active,435.5380000000001,4.927700000000002,7,4,O=C(Nc1ncc(CCNc2ncnc3ccsc23)s1)Nc1cccc2cc[nH]c12,30.0,O=C(Nc1ncc(CCNc2ncnc3ccsc23)s1)Nc1cccc2cc[nH]c12,7.522878745280337,CHEMBL486877
Active,448.9360000000001,5.238900000000001,7,3,O=C(Nc1ccc(F)c(Cl)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1,11.0,O=C(Nc1ccc(F)c(Cl)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1,7.958607314841775,CHEMBL520053
Active,465.3910000000002,5.753200000000002,7,3,O=C(Nc1ccc(Cl)c(Cl)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1,96.0,O=C(Nc1ccc(Cl)c(Cl)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1,7.017728766960431,CHEMBL505037
Active,430.94600000000014,5.099800000000002,7,3,O=C(Nc1ncc(CCNc2ncnc3ccsc23)s1)Nc1ccccc1Cl,280.0,O=C(Nc1ncc(CCNc2ncnc3ccsc23)s1)Nc1ccccc1Cl,6.552841968657781,CHEMBL472546
Active,430.9460000000001,5.099800000000001,7,3,O=C(Nc1ccc(Cl)cc1)Nc1ncc(CCNc2ncnc3ccsc23)s1,39.0,O=C(Nc1ccc(Cl)cc1)Nc1ncc(CCNc2ncnc3ccsc23)s1,7.4089353929735005,CHEMBL472377
Active,414.4910000000001,4.5855000000000015,7,3,O=C(Nc1cccc(F)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1,23.0,O=C(Nc1cccc(F)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1,7.638272163982407,CHEMBL512184
Active,420.5230000000001,4.427700000000002,7,3,C#Cc1cccc(NC(=O)Nc2ncc(CCNc3ncnc4ccsc34)s2)c1,41.0,C#Cc1cccc(NC(=O)Nc2ncc(CCNc3ncnc4ccsc34)s2)c1,7.3872161432802645,CHEMBL471337
Active,426.5270000000001,4.455000000000002,8,3,COc1cccc(NC(=O)Nc2ncc(CCNc3ncnc4ccsc34)s2)c1,50.0,COc1cccc(NC(=O)Nc2ncc(CCNc3ncnc4ccsc34)s2)c1,7.301029995663981,CHEMBL470119
Active,410.5280000000001,4.754820000000002,7,3,Cc1cccc(NC(=O)Nc2ncc(CCNc3ncnc4ccsc34)s2)c1,9.0,Cc1cccc(NC(=O)Nc2ncc(CCNc3ncnc4ccsc34)s2)c1,8.045757490560675,CHEMBL513078
Intermediate,410.5280000000001,4.470700000000003,7,2,CN(C(=O)Nc1ncc(CCNc2ncnc3ccsc23)s1)c1ccccc1,7200.0,CN(C(=O)Nc1ncc(CCNc2ncnc3ccsc23)s1)c1ccccc1,5.142667503568732,CHEMBL472203
Intermediate,463.5100000000001,5.002400000000002,7,2,O=C(Cc1ncc(CCNc2ncnc3ccsc23)s1)Nc1cccc(C(F)(F)F)c1,4900.0,O=C(Cc1ncc(CCNc2ncnc3ccsc23)s1)Nc1cccc(C(F)(F)F)c1,5.309803919971486,CHEMBL471511
Inactive,463.51000000000016,5.002400000000002,7,2,O=C(Cc1cccc(C(F)(F)F)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1,10000.0,O=C(Cc1cccc(C(F)(F)F)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1,5.0,CHEMBL471169
Intermediate,449.4830000000001,5.073500000000002,7,2,O=C(Nc1ncc(CCNc2ncnc3ccsc23)s1)c1cccc(C(F)(F)F)c1,2500.0,O=C(Nc1ncc(CCNc2ncnc3ccsc23)s1)c1cccc(C(F)(F)F)c1,5.6020599913279625,CHEMBL472194
Intermediate,447.44600000000014,4.662700000000002,7,3,O=C(Nc1cccc(C(F)(F)F)c1)Nc1cn(CCNc2ncnc3ccsc23)cn1,1200.0,O=C(Nc1cccc(C(F)(F)F)c1)Nc1cn(CCNc2ncnc3ccsc23)cn1,5.920818753952375,CHEMBL462354
Inactive,457.48100000000005,6.008700000000003,5,3,O=C(Nc1cccc(CCNc2ncnc3ccsc23)c1)Nc1cccc(C(F)(F)F)c1,20000.0,O=C(Nc1cccc(CCNc2ncnc3ccsc23)c1)Nc1cccc(C(F)(F)F)c1,4.698970004336019,CHEMBL462000
Active,610.6859999999999,5.627400000000007,9,0,COc1cc2c(Oc3ccc(-c4cnc(Cc5ccccc5)n(C)c4=O)cc3F)ccnc2cc1OCCCN1CCOCC1,116.0,COc1cc2c(Oc3ccc(-c4cnc(Cc5ccccc5)n(C)c4=O)cc3F)ccnc2cc1OCCCN1CCOCC1,6.935542010773082,CHEMBL505896
Active,629.6639999999998,5.919300000000007,10,1,COc1cc2c(Oc3ccc(-c4cnc(Nc5ccc(F)cc5)n(C)c4=O)cc3F)ccnc2cc1OCCCN1CCOCC1,200.0,COc1cc2c(Oc3ccc(-c4cnc(Nc5ccc(F)cc5)n(C)c4=O)cc3F)ccnc2cc1OCCCN1CCOCC1,6.698970004336019,CHEMBL453737
Active,612.6619999999999,5.175200000000005,11,1,COc1cc2c(Oc3ccc(-c4cnc(Nc5ccc(F)cc5)n(C)c4=O)nc3)ccnc2cc1OCCCN1CCOCC1,426.0,COc1cc2c(Oc3ccc(-c4cnc(Nc5ccc(F)cc5)n(C)c4=O)nc3)ccnc2cc1OCCCN1CCOCC1,6.370590400897281,CHEMBL447602
Active,525.5600000000002,3.639000000000001,8,4,CCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4F)[nH]n3)ncnc2c1,800.0,CCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4F)[nH]n3)ncnc2c1,6.096910013008056,CHEMBL215322
Active,437.57300000000026,4.741720000000003,7,3,CCC(=O)Nc1ccc(Sc2nc(Nc3cc(C)[nH]n3)cc(N3CCCCC3)n2)cc1,1.6,CCC(=O)Nc1ccc(Sc2nc(Nc3cc(C)[nH]n3)cc(N3CCCCC3)n2)cc1,8.795880017344075,CHEMBL484951
Active,439.54500000000024,3.588020000000001,8,3,CCC(=O)Nc1ccc(Sc2nc(Nc3cc(C)[nH]n3)cc(N3CCOCC3)n2)cc1,1.7,CCC(=O)Nc1ccc(Sc2nc(Nc3cc(C)[nH]n3)cc(N3CCOCC3)n2)cc1,8.769551078621726,CHEMBL482778
Active,438.5610000000002,3.1610200000000006,8,4,CCC(=O)Nc1ccc(Sc2nc(Nc3cc(C)[nH]n3)cc(N3CCNCC3)n2)cc1,3.7,CCC(=O)Nc1ccc(Sc2nc(Nc3cc(C)[nH]n3)cc(N3CCNCC3)n2)cc1,8.431798275933005,CHEMBL482779
Active,452.58800000000025,3.5032200000000016,8,3,CCC(=O)Nc1ccc(Sc2nc(Nc3cc(C)[nH]n3)cc(N3CCN(C)CC3)n2)cc1,1.6,CCC(=O)Nc1ccc(Sc2nc(Nc3cc(C)[nH]n3)cc(N3CCN(C)CC3)n2)cc1,8.795880017344075,CHEMBL484609
Active,466.6150000000003,3.893320000000003,8,3,CCC(=O)Nc1ccc(Sc2nc(Nc3cc(C)[nH]n3)cc(N3CCN(CC)CC3)n2)cc1,1.0,CCC(=O)Nc1ccc(Sc2nc(Nc3cc(C)[nH]n3)cc(N3CCN(CC)CC3)n2)cc1,9.0,CHEMBL485351
Active,478.6260000000003,4.035820000000003,8,3,CCC(=O)Nc1ccc(Sc2nc(Nc3cc(C)[nH]n3)cc(N3CCN(C4CC4)CC3)n2)cc1,1.0,CCC(=O)Nc1ccc(Sc2nc(Nc3cc(C)[nH]n3)cc(N3CCN(C4CC4)CC3)n2)cc1,9.0,CHEMBL485186
Active,494.6690000000003,4.671920000000004,8,3,CCC(=O)Nc1ccc(Sc2nc(Nc3cc(C)[nH]n3)cc(N3CCN(C(C)(C)C)CC3)n2)cc1,1.3,CCC(=O)Nc1ccc(Sc2nc(Nc3cc(C)[nH]n3)cc(N3CCN(C(C)(C)C)CC3)n2)cc1,8.886056647693163,CHEMBL484006
Active,408.52700000000016,4.105900000000003,4,2,CC(C)(C)c1ccc(C(=O)Nc2n[nH]c3c2CN(C(=O)Cc2cccs2)C3)cc1,5.0,CC(C)(C)c1ccc(C(=O)Nc2n[nH]c3c2CN(C(=O)Cc2cccs2)C3)cc1,8.301029995663981,CHEMBL484007
Active,378.43200000000013,3.7085000000000017,4,2,CC(C)(C)c1ccc(C(=O)Nc2n[nH]c3c2CN(C(=O)c2ccco2)C3)cc1,41.0,CC(C)(C)c1ccc(C(=O)Nc2n[nH]c3c2CN(C(=O)c2ccco2)C3)cc1,7.3872161432802645,CHEMBL191816
Active,402.49800000000016,4.044400000000002,3,2,CC(C)(C)c1ccc(C(=O)Nc2n[nH]c3c2CN(C(=O)Cc2ccccc2)C3)cc1,130.0,CC(C)(C)c1ccc(C(=O)Nc2n[nH]c3c2CN(C(=O)Cc2ccccc2)C3)cc1,6.886056647693163,CHEMBL192575
Active,459.5940000000003,5.632000000000004,3,3,CCc1cccc(CC)c1NC(=O)N1Cc2[nH]nc(NC(=O)c3ccc(C(C)(C)C)cc3)c2C1,100.0,CCc1cccc(CC)c1NC(=O)N1Cc2[nH]nc(NC(=O)c3ccc(C(C)(C)C)cc3)c2C1,7.0,CHEMBL191402
Active,450.56800000000027,2.5602,6,2,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4c3CN(C(=O)Cc3cccs3)C4)cc2)CC1,65.0,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4c3CN(C(=O)Cc3cccs3)C4)cc2)CC1,7.187086643357144,CHEMBL516110
Active,420.47300000000024,2.1628,6,2,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4c3CN(C(=O)c3ccco3)C4)cc2)CC1,160.0,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4c3CN(C(=O)c3ccco3)C4)cc2)CC1,6.795880017344075,CHEMBL427170
Active,444.53900000000027,2.4987000000000004,5,2,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4c3CN(C(=O)Cc3ccccc3)C4)cc2)CC1,130.0,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4c3CN(C(=O)Cc3ccccc3)C4)cc2)CC1,6.886056647693163,CHEMBL190252
Active,462.5290000000002,2.966800000000001,5,2,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4c3CN(C(=O)[C@H](F)c3ccccc3)C4)cc2)CC1,9.0,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4c3CN(C(=O)[C@H](F)c3ccccc3)C4)cc2)CC1,8.045757490560675,CHEMBL385266
Active,460.53800000000024,1.9895999999999994,6,3,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4c3CN(C(=O)[C@H](O)c3ccccc3)C4)cc2)CC1,6.0,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4c3CN(C(=O)[C@H](O)c3ccccc3)C4)cc2)CC1,8.221848749616356,CHEMBL385872
Active,458.5660000000003,3.059700000000001,5,2,C[C@@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1,24.0,C[C@@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1,7.619788758288394,CHEMBL427787
