STATUS,MW,LogP,nHAcc,nHDon,canonical_smiles,standard_value,SMILES_desalt,pIC50,molecule_chembl_id
Active,426.4800000000002,4.293220000000002,5,4,Cc1cccc(NC(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)c1,2.1,Cc1cccc(NC(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)c1,8.67778070526608,CHEMBL3670454
Intermediate,343.184,3.234800000000001,4,2,NC(=O)c1cccc2c(Nc3cccc(Br)c3)ncnc12,1480.0,NC(=O)c1cccc2c(Nc3cccc(Br)c3)ncnc12,5.8297382846050425,CHEMBL3675335
Inactive,551.916,5.208500000000003,7,3,NC(=O)c1cc(NC(=O)c2cnc3ccccc3n2)cc2c(NCc3ccc(Cl)c(C(F)(F)F)c3)ncnc12,10000.0,NC(=O)c1cc(NC(=O)c2cnc3ccccc3n2)cc2c(NCc3ccc(Cl)c(C(F)(F)F)c3)ncnc12,5.0,CHEMBL3675390
Active,441.49100000000016,3.910120000000002,6,3,COc1ccc(C(=O)Nc2ccc(C)c(CNc3ncnc4c(C(N)=O)cccc34)c2)cc1,9.1,COc1ccc(C(=O)Nc2ccc(C)c(CNc3ncnc4c(C(N)=O)cccc34)c2)cc1,8.040958607678906,CHEMBL3685211
Active,455.51800000000014,4.170700000000002,6,3,COCCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccccc2)c1,0.38,COCCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccccc2)c1,9.42021640338319,CHEMBL3639792
Active,488.5230000000002,3.5013000000000014,7,4,CNCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(OC)c(F)c2)c1,1.1,CNCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(OC)c(F)c2)c1,8.958607314841775,CHEMBL3675416
Intermediate,316.723,3.264800000000001,4,2,NC(=O)c1cccc2c(Nc3ccc(F)c(Cl)c3)ncnc12,6000.0,NC(=O)c1cccc2c(Nc3ccc(F)c(Cl)c3)ncnc12,5.221848749616356,CHEMBL3675336
Active,481.5600000000003,3.9784000000000033,7,3,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc(N5CCCCC5)nc4)c3)ncnc12,0.4,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc(N5CCCCC5)nc4)c3)ncnc12,9.397940008672037,CHEMBL3685293
Active,573.6570000000003,5.167300000000004,8,3,NC(=O)c1cc(OCc2ccccc2)cc2c(NCc3cccc(NC(=O)c4ccnc(N5CCCC5)c4)c3)ncnc12,24.0,NC(=O)c1cc(OCc2ccccc2)cc2c(NCc3cccc(NC(=O)c4ccnc(N5CCCC5)c4)c3)ncnc12,7.619788758288394,CHEMBL3685302
Active,471.5170000000002,3.6183000000000014,7,3,COCCOc1cccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)c1,1.0,COCCOc1cccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)c1,9.0,CHEMBL3685202
Active,308.341,2.3494,5,2,COc1cccc(CNc2ncnc3c(C(N)=O)cccc23)c1,350.0,COc1cccc(CNc2ncnc3c(C(N)=O)cccc23)c1,6.455931955649724,CHEMBL3675354
Active,532.567,2.7384000000000013,8,3,NC(=O)c1cc(OCCCN2CCN(CCO)CC2)cc2c(NCc3ccc(C(F)(F)F)cc3)ncnc12,3.4,NC(=O)c1cc(OCCCN2CCN(CCO)CC2)cc2c(NCc3ccc(C(F)(F)F)cc3)ncnc12,8.468521082957745,CHEMBL3670505
Intermediate,278.315,2.3407999999999998,4,2,NC(=O)c1cccc2c(NCc3ccccc3)ncnc12,4300.0,NC(=O)c1cccc2c(NCc3ccccc3)ncnc12,5.366531544420414,CHEMBL3675333
Active,411.4650000000001,4.154100000000002,5,3,CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccccc2)c1,0.91,CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccccc2)c1,9.040958607678906,CHEMBL3680388
Active,580.586,5.778000000000005,6,3,NC(=O)c1cccc2c(NC(CCN3CCCC3)c3cccc(NC(=O)c4ccc(C(F)(F)F)cc4F)c3)ncnc12,1.2,NC(=O)c1cccc2c(NC(CCN3CCCC3)c3cccc(NC(=O)c4ccc(C(F)(F)F)cc4F)c3)ncnc12,8.920818753952375,CHEMBL3685278
Active,376.3380000000001,3.3682000000000016,5,2,COc1cc(C(N)=O)c2ncnc(NCc3cccc(C(F)(F)F)c3)c2c1,200.0,COc1cc(C(N)=O)c2ncnc(NCc3cccc(C(F)(F)F)c3)c2c1,6.698970004336019,CHEMBL3670460
Active,285.35099999999994,1.1401999999999994,5,3,NC(=O)c1cccc2c(NCC3CCNCC3)ncnc12,1000.0,NC(=O)c1cccc2c(NCC3CCNCC3)ncnc12,6.0,CHEMBL3670409
Active,483.4500000000002,5.074320000000003,6,3,Cc1cc(C(=O)Nc2cccc(C(C)Nc3ncnc4c(C(N)=O)cccc34)c2)c(C(F)(F)F)o1,1.6,Cc1cc(C(=O)Nc2cccc(C(C)Nc3ncnc4c(C(N)=O)cccc34)c2)c(C(F)(F)F)o1,8.795880017344075,CHEMBL3680474
Active,510.5980000000003,4.238600000000002,7,3,COc1ccc(C(=O)Nc2cccc(C(CCN3CCC3)Nc3ncnc4c(C(N)=O)cccc34)c2)cc1,5.9,COc1ccc(C(=O)Nc2cccc(C(CCN3CCC3)Nc3ncnc4c(C(N)=O)cccc34)c2)cc1,8.229147988357855,CHEMBL3685289
Active,409.79900000000004,3.5128000000000013,5,3,NC(=O)c1cccc2c(NCC(N)c3ccc(Cl)c(C(F)(F)F)c3)ncnc12,1000.0,NC(=O)c1cccc2c(NCC(N)c3ccc(Cl)c(C(F)(F)F)c3)ncnc12,6.0,CHEMBL3670500
Active,443.4630000000002,3.1165000000000003,7,4,COc1ccc(C(=O)NCc2cccc(Nc3ncnc4c(C(N)=O)cc(O)cc34)c2)cc1,110.0,COc1ccc(C(=O)NCc2cccc(Nc3ncnc4c(C(N)=O)cc(O)cc34)c2)cc1,6.958607314841775,CHEMBL3685232
Active,471.5210000000002,2.4166,8,4,CN(CCO)c1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)cn1,0.69,CN(CCO)c1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)cn1,9.161150909262744,CHEMBL3680387
Active,378.43600000000015,2.8707000000000003,5,4,CC(C)NC(=O)Nc1cccc(CNc2ncnc3c(C(N)=O)cccc23)c1,160.0,CC(C)NC(=O)Nc1cccc(CNc2ncnc3c(C(N)=O)cccc23)c1,6.795880017344075,CHEMBL3670428
Active,445.4540000000002,3.740800000000001,6,3,COc1ccc(C(=O)Nc2ccc(F)c(CNc3ncnc4c(C(N)=O)cccc34)c2)cc1,2.9,COc1ccc(C(=O)Nc2ccc(F)c(CNc3ncnc4c(C(N)=O)cccc34)c2)cc1,8.537602002101044,CHEMBL3685265
Inactive,279.303,1.7357999999999998,5,2,NC(=O)c1cccc2c(NCc3ccccn3)ncnc12,10000.0,NC(=O)c1cccc2c(NCc3ccccn3)ncnc12,5.0,CHEMBL3675351
Active,607.5090000000004,3.3317000000000023,7,3,CC(C)OC(=O)N(C)CC(Nc1ncnc2c1=CCCC=2C(N)=O)c1cccc(NC(=O)c2ccc(Br)cc2)c1,5.89,CC(C)OC(=O)N(C)CC(Nc1ncnc2c1=CCCC=2C(N)=O)c1cccc(NC(=O)c2ccc(Br)cc2)c1,8.229884705212898,CHEMBL3680534
Active,489.5510000000002,4.170200000000003,7,2,COc1ccc(COc2cc(C(N)=O)c3ncnc(NC(CN(C)C)c4cccc(F)c4)c3c2)cc1,27.0,COc1ccc(COc2cc(C(N)=O)c3ncnc(NC(CN(C)C)c4cccc(F)c4)c3c2)cc1,7.568636235841013,CHEMBL3675502
Active,453.55000000000024,3.9464000000000024,7,4,NC(=O)c1cccc2c(NCc3cccc(Nc4ccc(C5CCNCC5)cn4)c3)ncnc12,1.5,NC(=O)c1cccc2c(NCc3cccc(Nc4ccc(C5CCNCC5)cn4)c3)ncnc12,8.823908740944319,CHEMBL3680585
Active,434.4180000000001,3.7749000000000015,6,2,COCCCOc1cc(C(N)=O)c2ncnc(NCc3ccc(C(F)(F)F)cc3)c2c1,78.0,COCCCOc1cc(C(N)=O)c2ncnc(NCc3ccc(C(F)(F)F)cc3)c2c1,7.107905397309519,CHEMBL3675328
Active,485.54800000000023,3.771200000000002,7,4,COCCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2cc(C3CC3)n[nH]2)c1,0.3,COCCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2cc(C3CC3)n[nH]2)c1,9.522878745280337,CHEMBL3680430
Intermediate,357.211,3.103300000000001,4,2,NC(=O)c1cccc2c(NCc3ccccc3Br)ncnc12,1500.0,NC(=O)c1cccc2c(NCc3ccccc3Br)ncnc12,5.823908740944319,CHEMBL3670431
Active,314.29499999999996,2.6190000000000007,4,2,NC(=O)c1cccc2c(NCc3cc(F)cc(F)c3)ncnc12,0.86,NC(=O)c1cccc2c(NCc3cc(F)cc(F)c3)ncnc12,9.065501548756432,CHEMBL3670427
Active,376.44500000000005,3.5409000000000015,7,3,NC(=O)c1cccc2c(NCc3cccc(Nc4nccs4)c3)ncnc12,0.19,NC(=O)c1cccc2c(NCc3cccc(Nc4nccs4)c3)ncnc12,9.721246399047171,CHEMBL3680548
Active,482.54400000000027,3.429700000000002,7,3,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4cccc(N5CCOCC5)c4)c3)ncnc12,1.8,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4cccc(N5CCOCC5)c4)c3)ncnc12,8.744727494896694,CHEMBL3680590
Active,471.5210000000002,2.4166,8,4,CN(CCO)c1cc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)ccn1,1.7,CN(CCO)c1cc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)ccn1,8.769551078621726,CHEMBL3675458
Active,447.4700000000002,3.5915000000000017,7,4,COc1ccc(C(O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2F)cc1,0.22,COc1ccc(C(O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2F)cc1,9.657577319177793,CHEMBL3680553
Active,493.51400000000024,3.8580000000000014,6,3,COCCC(Nc1ncnc2c(C(N)=O)cccc12)C1=CCCC(NC(=O)c2ccc(F)cc2F)=C1,0.52,COCCC(Nc1ncnc2c(C(N)=O)cccc12)C1=CCCC(NC(=O)c2ccc(F)cc2F)=C1,9.2839966563652,CHEMBL3675450
Intermediate,284.344,2.4023000000000003,5,2,NC(=O)c1cccc2c(NCc3cccs3)ncnc12,2600.0,NC(=O)c1cccc2c(NCc3cccs3)ncnc12,5.585026652029182,CHEMBL3670418
Active,469.54900000000015,4.056000000000002,7,4,CC(C)CNc1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)cn1,0.48,CC(C)CNc1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)cn1,9.318758762624412,CHEMBL3680530
Active,433.41800000000006,3.8713000000000015,5,3,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc(F)c(F)c4)c3)ncnc12,1.1,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc(F)c(F)c4)c3)ncnc12,8.958607314841775,CHEMBL3670473
Active,485.5440000000002,4.179300000000002,7,3,COCC[C@@H](Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(OC)cc2)c1,0.21,COCC[C@@H](Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(OC)cc2)c1,9.67778070526608,CHEMBL3680550
Active,296.305,2.4799000000000007,4,2,NC(=O)c1cccc2c(NCc3ccc(F)cc3)ncnc12,92.0,NC(=O)c1cccc2c(NCc3ccc(F)cc3)ncnc12,7.036212172654444,CHEMBL3675343
Active,498.59100000000024,3.1568000000000005,8,3,CN(C)CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccnc(N(C)C)c2)c1,4.9,CN(C)CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccnc(N(C)C)c2)c1,8.309803919971486,CHEMBL3675418
Active,463.4440000000002,3.879900000000002,6,3,COc1cc(F)c(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)c(F)c1,0.11,COc1cc(F)c(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)c(F)c1,9.958607314841775,CHEMBL3685306
Intermediate,535.9350000000001,4.813800000000002,6,3,NC(=O)c1cc(NS(=O)(=O)c2ccccc2)cc2c(NCc3ccc(Cl)c(C(F)(F)F)c3)ncnc12,3400.0,NC(=O)c1cc(NS(=O)(=O)c2ccccc2)cc2c(NCc3ccc(Cl)c(C(F)(F)F)c3)ncnc12,5.468521082957745,CHEMBL3675383
Active,314.29499999999996,2.6190000000000007,4,2,NC(=O)c1cccc2c(NCc3ccc(F)c(F)c3)ncnc12,430.0,NC(=O)c1cccc2c(NCc3ccc(F)c(F)c3)ncnc12,6.366531544420414,CHEMBL3680434
Active,433.41800000000006,3.8713000000000015,5,3,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4c(F)cccc4F)c3)ncnc12,0.31,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4c(F)cccc4F)c3)ncnc12,9.508638306165727,CHEMBL3685266
Active,510.60200000000026,3.736600000000002,7,4,CN1CCN(c2ccc(NC(=O)Nc3cccc(CNc4ncnc5c(C(N)=O)cccc45)c3)cc2)CC1,40.0,CN1CCN(c2ccc(NC(=O)Nc3cccc(CNc4ncnc5c(C(N)=O)cccc45)c3)cc2)CC1,7.3979400086720375,CHEMBL3680440
Active,443.51100000000014,4.000600000000001,6,4,CC(C)c1cc(C(=O)Nc2cccc([C@@H](C)Nc3ncnc4c(C(N)=O)cccc34)c2)[nH]n1,0.03,CC(C)c1cc(C(=O)Nc2cccc([C@@H](C)Nc3ncnc4c(C(N)=O)cccc34)c2)[nH]n1,10.522878745280337,CHEMBL3675439
Active,448.50800000000015,3.717600000000002,9,3,CCOC(=O)c1cnc(Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)s1,0.16,CCOC(=O)c1cnc(Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)s1,9.795880017344075,CHEMBL3680544
Active,404.47400000000016,2.2789,6,4,NC(=O)c1cccc2c(NCc3cccc(NC(=O)C4CCCNC4)c3)ncnc12,3.0,NC(=O)c1cccc2c(NCc3cccc(NC(=O)C4CCCNC4)c3)ncnc12,8.522878745280337,CHEMBL3685254
Active,321.38400000000007,2.14902,5,3,Cc1ccc(C(CN)Nc2ncnc3c(C(N)=O)cccc23)cc1,660.0,Cc1ccc(C(CN)Nc2ncnc3c(C(N)=O)cccc23)cc1,6.180456064458132,CHEMBL3670404
Active,469.5010000000002,3.305600000000001,6,4,COc1ccc(C(=O)Nc2cccc(CNc3c(C(N)=O)cnc4c(C(N)=O)cccc34)c2)cc1,36.0,COc1ccc(C(=O)Nc2cccc(CNc3c(C(N)=O)cnc4c(C(N)=O)cccc34)c2)cc1,7.443697499232712,CHEMBL3685225
Active,365.43700000000007,2.1179000000000006,6,3,COCCNC[C@@H](Nc1ncnc2c(C(N)=O)cccc12)c1ccccc1,790.0,COCCNC[C@@H](Nc1ncnc2c(C(N)=O)cccc12)c1ccccc1,6.102372908709558,CHEMBL3675536
Active,470.5330000000002,3.191300000000001,7,4,CNCCOc1cccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)c1,20.0,CNCCOc1cccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)c1,7.698970004336019,CHEMBL3680451
Active,481.5600000000003,3.9784000000000033,7,3,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccnc(N5CCCCC5)c4)c3)ncnc12,0.89,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccnc(N5CCCCC5)c4)c3)ncnc12,9.050609993355087,CHEMBL3680464
Active,491.49800000000016,4.448900000000002,6,3,COCCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2cccc(F)c2F)c1,1.2,COCCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2cccc(F)c2F)c1,8.920818753952375,CHEMBL3675492
Active,494.47700000000015,4.958000000000003,6,3,CCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(C(F)(F)F)nc2)c1,1.1,CCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(C(F)(F)F)nc2)c1,8.958607314841775,CHEMBL3675487
Intermediate,397.43800000000005,3.5931000000000024,5,3,NC(=O)c1cccc2c(NCc3cccc(C(=O)Nc4ccccc4)c3)ncnc12,9100.0,NC(=O)c1cccc2c(NCc3cccc(C(=O)Nc4ccccc4)c3)ncnc12,5.040958607678906,CHEMBL3670444
Intermediate,441.49100000000016,3.5306000000000015,6,3,COc1ccc(CC(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)cc1,2100.0,COc1ccc(CC(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)cc1,5.6777807052660805,CHEMBL3670480
Active,498.5870000000002,4.094500000000002,7,3,COc1ccc(C(=O)Nc2cccc(C(CCN(C)C)Nc3ncnc4c(C(N)=O)cccc34)c2)cc1,0.81,COc1ccc(C(=O)Nc2cccc(C(CCN(C)C)Nc3ncnc4c(C(N)=O)cccc34)c2)cc1,9.09151498112135,CHEMBL3680476
Active,426.4800000000002,3.857520000000001,6,3,Cc1ccc(C(=O)Nc2cccc(C(C)Nc3ncnc4c(C(N)=O)cccc34)c2)cn1,0.85,Cc1ccc(C(=O)Nc2cccc(C(C)Nc3ncnc4c(C(N)=O)cccc34)c2)cn1,9.070581074285707,CHEMBL3675501
Active,425.43900000000014,3.885600000000002,5,3,CCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)C2CC2(F)F)c1,2.5,CCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)C2CC2(F)F)c1,8.602059991327963,CHEMBL3680599
Active,404.47400000000016,2.0881,6,4,NC(=O)c1cccc2c(Nc3cccc(CNC(=O)C4CCCNC4)c3)ncnc12,40.0,NC(=O)c1cccc2c(Nc3cccc(CNC(=O)C4CCCNC4)c3)ncnc12,7.3979400086720375,CHEMBL3685226
Active,451.88900000000007,3.721000000000002,5,3,NC(=O)c1cccc2c(NCc3cccc(NC(=O)C4=CC(F)C(Cl)C=C4)c3)ncnc12,0.35,NC(=O)c1cccc2c(NCc3cccc(NC(=O)C4=CC(F)C(Cl)C=C4)c3)ncnc12,9.455931955649724,CHEMBL3675510
Active,477.42700000000013,3.914600000000002,7,3,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc5c(c4)OC(F)(F)O5)c3)ncnc12,0.06,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc5c(c4)OC(F)(F)O5)c3)ncnc12,10.221848749616356,CHEMBL3639841
Active,491.5140000000001,3.7067000000000014,7,2,COCCN(C)CCCOc1cc(C(N)=O)c2ncnc(NCc3ccc(C(F)(F)F)cc3)c2c1,3.5,COCCN(C)CCCOc1cc(C(N)=O)c2ncnc(NCc3ccc(C(F)(F)F)cc3)c2c1,8.455931955649724,CHEMBL3670504
Active,503.5340000000002,4.318400000000002,7,3,COCCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(OC)cc2F)c1,0.18,COCCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(OC)cc2F)c1,9.744727494896694,CHEMBL3680428
Active,390.4470000000001,1.6584999999999999,6,4,NC(=O)c1cccc(-c2cc(C(N)=O)c3ncnc(N[C@H]4CCCNC4)c3c2)c1,740.0,NC(=O)c1cccc(-c2cc(C(N)=O)c3ncnc(N[C@H]4CCCNC4)c3c2)c1,6.130768280269024,CHEMBL3685320
Active,403.4860000000002,3.859600000000002,5,3,NC(=O)c1cccc2c(NCc3cccc(NC(=O)C4CCCCC4)c3)ncnc12,0.16,NC(=O)c1cccc2c(NCc3cccc(NC(=O)C4CCCCC4)c3)ncnc12,9.795880017344075,CHEMBL3685248
Active,445.91000000000014,4.175400000000002,5,3,NC(=O)c1cccc2c(NCc3cccc(NC(=O)Cc4ccc(Cl)cc4)c3)ncnc12,8.4,NC(=O)c1cccc2c(NCc3cccc(NC(=O)Cc4ccc(Cl)cc4)c3)ncnc12,8.075720713938118,CHEMBL3670478
Active,422.44800000000015,3.464780000000001,6,3,N#Cc1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)cc1,0.63,N#Cc1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)cc1,9.200659450546418,CHEMBL3685261
Active,563.5840000000002,4.363700000000002,7,3,CN1CCN(c2ccc(C(=O)Nc3cccc(CNc4nncc5c(C(N)=O)cccc45)c3)cc2C(F)(F)F)CC1,3.4,CN1CCN(c2ccc(C(=O)Nc3cccc(CNc4nncc5c(C(N)=O)cccc45)c3)cc2C(F)(F)F)CC1,8.468521082957745,CHEMBL3680492
Active,335.41100000000006,1.9712999999999994,5,3,CNC[C@H](Cc1ccccc1)Nc1ncnc2c(C(N)=O)cccc12,1000.0,CNC[C@H](Cc1ccccc1)Nc1ncnc2c(C(N)=O)cccc12,6.0,CHEMBL3680510
Active,293.33000000000004,1.9229999999999996,5,3,NC(=O)c1cc(N)cc2c(NCc3ccccc3)ncnc12,140.0,NC(=O)c1cc(N)cc2c(NCc3ccccc3)ncnc12,6.853871964321762,CHEMBL3670455
Active,440.4630000000001,3.3027000000000015,6,4,NC(=O)c1cccc2c(NCc3cccc(NC(=O)NC(=O)c4ccccc4)c3)ncnc12,830.0,NC(=O)c1cccc2c(NCc3cccc(NC(=O)NC(=O)c4ccccc4)c3)ncnc12,6.080921907623926,CHEMBL3670434
Active,493.51400000000024,3.8580000000000014,6,3,COCCC(Nc1ncnc2c(C(N)=O)cccc12)C1=CCCC(NC(=O)c2cc(F)ccc2F)=C1,0.63,COCCC(Nc1ncnc2c(C(N)=O)cccc12)C1=CCCC(NC(=O)c2cc(F)ccc2F)=C1,9.200659450546418,CHEMBL3675511
Active,487.56000000000023,3.5873000000000017,7,3,COCCCOC1C=C(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)C=CC1,4.5,COCCCOC1C=C(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)C=CC1,8.346787486224656,CHEMBL3680450
Active,481.4340000000001,4.4917000000000025,6,3,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4cccc(OC(F)(F)F)c4)c3)ncnc12,0.72,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4cccc(OC(F)(F)F)c4)c3)ncnc12,9.142667503568731,CHEMBL3685258
Active,436.4750000000001,4.074400000000002,5,4,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc5cc[nH]c5c4)c3)ncnc12,0.17,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc5cc[nH]c5c4)c3)ncnc12,9.769551078621726,CHEMBL3680546
Active,429.4550000000001,4.293200000000002,5,3,CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2cccc(F)c2)c1,0.94,CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2cccc(F)c2)c1,9.0268721464003,CHEMBL3675512
Active,466.32800000000015,4.899900000000002,5,3,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc(Cl)c(Cl)c4)c3)ncnc12,0.29,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc(Cl)c(Cl)c4)c3)ncnc12,9.537602002101044,CHEMBL3680403
Active,424.4680000000002,3.6641200000000005,7,4,Cc1nc2ccnc(Nc3cccc(CNc4ncnc5c(C(N)=O)cccc45)c3)c2[nH]1,8.6,Cc1nc2ccnc(Nc3cccc(CNc4ncnc5c(C(N)=O)cccc45)c3)c2[nH]1,8.065501548756432,CHEMBL3685209
Active,488.5230000000002,3.5013000000000014,7,4,CNCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(OC)cc2F)c1,0.34,CNCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(OC)cc2F)c1,9.468521082957745,CHEMBL3675427
Active,596.6920000000001,3.2993000000000006,10,3,NC(=O)c1cc(OCCN2CCOCC2)cc2c(NCc3cccc(NC(=O)c4ccnc(N5CCCC5)c4)c3)ncnc12,12.0,NC(=O)c1cc(OCCN2CCOCC2)cc2c(NCc3cccc(NC(=O)c4ccnc(N5CCCC5)c4)c3)ncnc12,7.920818753952375,CHEMBL3685298
Active,466.42300000000006,4.006900000000002,6,3,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc(C(F)(F)F)nc4)c3)ncnc12,0.11,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc(C(F)(F)F)nc4)c3)ncnc12,9.958607314841775,CHEMBL3685250
Active,522.5310000000002,4.714600000000002,6,3,CN(C)CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(C(F)(F)F)cc2)c1,0.26,CN(C)CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(C(F)(F)F)cc2)c1,9.585026652029182,CHEMBL3675401
Active,538.6520000000004,5.018800000000003,7,3,COc1ccc(C(=O)Nc2cccc(C(CCN3CCCCC3)Nc3ncnc4c(C(N)=O)cccc34)c2)cc1,1.8,COc1ccc(C(=O)Nc2cccc(C(CCN3CCCCC3)Nc3ncnc4c(C(N)=O)cccc34)c2)cc1,8.744727494896694,CHEMBL3685294
Active,436.4750000000001,4.074400000000002,5,4,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4c[nH]c5ccccc45)c3)ncnc12,3.4,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4c[nH]c5ccccc45)c3)ncnc12,8.468521082957745,CHEMBL3680517
Active,440.57200000000006,6.169100000000005,4,3,CCc1[nH]cc2c1NC1=C(C(=O)CCC1)C2c1cccc(Sc2nc3ccccc3[nH]2)c1,72.0,CCc1[nH]cc2c1NC1=C(C(=O)CCC1)C2c1cccc(Sc2nc3ccccc3[nH]2)c1,7.142667503568732,CHEMBL3663734
Intermediate,437.8090000000001,3.971400000000001,5,3,CC(=O)Nc1cc(C(N)=O)c2ncnc(NCc3ccc(Cl)c(C(F)(F)F)c3)c2c1,3600.0,CC(=O)Nc1cc(C(N)=O)c2ncnc(NCc3ccc(Cl)c(C(F)(F)F)c3)c2c1,5.443697499232712,CHEMBL3675382
Active,296.305,2.4799000000000007,4,2,NC(=O)c1cccc2c(NCc3cccc(F)c3)ncnc12,760.0,NC(=O)c1cccc2c(NCc3cccc(F)c3)ncnc12,6.119186407719209,CHEMBL3675337
Active,460.56300000000016,4.734000000000002,7,3,CC(C)c1csc(C(=O)Nc2cccc([C@@H](C)Nc3ncnc4c(C(N)=O)cccc34)c2)n1,0.78,CC(C)c1csc(C(=O)Nc2cccc([C@@H](C)Nc3ncnc4c(C(N)=O)cccc34)c2)n1,9.10790539730952,CHEMBL3680504
