molecule_chembl_id,canonical_smiles,standard_value,SMILES_desalt,STATUS
CHEMBL2063446,Nc1noc2cccc(C(=O)Nc3cccc(CNC(=O)Nc4cccc(F)c4)c3)c12,3180.0,Nc1noc2cccc(C(=O)Nc3cccc(CNC(=O)Nc4cccc(F)c4)c3)c12,Intermediate
CHEMBL2063456,Nc1n[nH]c2cccc(C(=O)Nc3cccc(CNC(=O)Nc4ccc(F)c(F)c4)c3)c12,1623.0,Nc1n[nH]c2cccc(C(=O)Nc3cccc(CNC(=O)Nc4ccc(F)c(F)c4)c3)c12,Intermediate
CHEMBL2063455,Nc1n[nH]c2cccc(C(=O)Nc3cccc(CNC(=O)Nc4cccc(F)c4)c3)c12,1279.0,Nc1n[nH]c2cccc(C(=O)Nc3cccc(CNC(=O)Nc4cccc(F)c4)c3)c12,Intermediate
CHEMBL2063460,Nc1ncnn2ccc(C(=O)Nc3cccc(CNC(=O)Nc4ccc(C(F)(F)F)cc4)c3)c12,786.0,Nc1ncnn2ccc(C(=O)Nc3cccc(CNC(=O)Nc4ccc(C(F)(F)F)cc4)c3)c12,Active
CHEMBL2063443,Cc1ccc(NC(=O)NCc2cccc(NC(=O)c3cccc4onc(N)c34)c2)cc1,586.0,Cc1ccc(NC(=O)NCc2cccc(NC(=O)c3cccc4onc(N)c34)c2)cc1,Active
CHEMBL2063463,Nc1ncnn2ccc(C(=O)Nc3cccc(CNC(=O)Nc4cccc(Cl)c4)c3)c12,186.0,Nc1ncnn2ccc(C(=O)Nc3cccc(CNC(=O)Nc4cccc(Cl)c4)c3)c12,Active
CHEMBL2063464,Cc1cccc(NC(=O)Nc2ccc(NC(=O)c3ccn4ncnc(N)c34)cc2)c1,171.0,Cc1cccc(NC(=O)Nc2ccc(NC(=O)c3ccn4ncnc(N)c34)cc2)c1,Active
CHEMBL2063444,Nc1noc2cccc(C(=O)Nc3cccc(CNC(=O)Nc4ccc(Cl)cc4)c3)c12,166.0,Nc1noc2cccc(C(=O)Nc3cccc(CNC(=O)Nc4ccc(Cl)cc4)c3)c12,Active
CHEMBL2063465,Nc1ncnn2ccc(C(=O)Nc3ccc(NC(=O)Nc4ccc(F)cc4)cc3)c12,88.0,Nc1ncnn2ccc(C(=O)Nc3ccc(NC(=O)Nc4ccc(F)cc4)cc3)c12,Active
CHEMBL2063462,Nc1ncnn2ccc(C(=O)Nc3cccc(CNC(=O)Nc4cccc(F)c4)c3)c12,67.0,Nc1ncnn2ccc(C(=O)Nc3cccc(CNC(=O)Nc4cccc(F)c4)c3)c12,Active
CHEMBL2063461,Cc1ccc(NC(=O)NCc2cccc(NC(=O)c3ccn4ncnc(N)c34)c2)cc1,46.0,Cc1ccc(NC(=O)NCc2cccc(NC(=O)c3ccn4ncnc(N)c34)c2)cc1,Active
CHEMBL2063459,Nc1ncnn2ccc(C(=O)Nc3cccc(CNC(=O)Nc4ccc(Cl)cc4)c3)c12,46.0,Nc1ncnn2ccc(C(=O)Nc3cccc(CNC(=O)Nc4ccc(Cl)cc4)c3)c12,Active
CHEMBL2063466,Nc1ncnn2ccc(C(=O)Nc3ccc(NC(=O)NC4CCCC4)cc3)c12,37.0,Nc1ncnn2ccc(C(=O)Nc3ccc(NC(=O)NC4CCCC4)cc3)c12,Active
CHEMBL2063467,Nc1ncnn2ccc(C(=O)Nc3ccc(NC(=O)Nc4ccsc4)cc3)c12,8.0,Nc1ncnn2ccc(C(=O)Nc3ccc(NC(=O)Nc4ccsc4)cc3)c12,Active
CHEMBL2071201,Cn1cc(Nc2ncc(Br)c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n2)cn1,3.0,Cn1cc(Nc2ncc(Br)c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n2)cn1,Active
CHEMBL2163394,Cc1cc(Nc2nc(Sc3ccc(NC(=O)CN4CC[C@@H](C(=O)NC5CCCC5)C4)cc3)nn3cccc23)n[nH]1,2.0,Cc1cc(Nc2nc(Sc3ccc(NC(=O)CN4CC[C@@H](C(=O)NC5CCCC5)C4)cc3)nn3cccc23)n[nH]1,Active
CHEMBL2163404,Cc1cc(Nc2nc(Sc3ccc(NC(=O)CN4CC[C@@H](C(=O)N5CCC(F)(F)C5)C4)cc3)nn3cccc23)n[nH]1,1.0,Cc1cc(Nc2nc(Sc3ccc(NC(=O)CN4CC[C@@H](C(=O)N5CCC(F)(F)C5)C4)cc3)nn3cccc23)n[nH]1,Active
CHEMBL2170406,CC(=O)Nc1cccc(Nc2nccc(Nc3ccccc3Cl)n2)c1,71.2,CC(=O)Nc1cccc(Nc2nccc(Nc3ccccc3Cl)n2)c1,Active
CHEMBL2170430,O=C(O)c1ccc(Nc2nccc(Nc3ccccc3OC(F)(F)F)n2)cc1,28.0,O=C(O)c1ccc(Nc2nccc(Nc3ccccc3OC(F)(F)F)n2)cc1,Active
CHEMBL2170596,NC(=O)c1ccc(Nc2nccc(Nc3ccccc3C(N)=O)n2)cc1,38.2,NC(=O)c1ccc(Nc2nccc(Nc3ccccc3C(N)=O)n2)cc1,Active
CHEMBL514409,CCS(=O)(=O)Nc1ccc2c(c1)/C(=C(/Nc1ccc(CN3CCCCC3)cc1)c1ccccc1)C(=O)N2,11.0,CCS(=O)(=O)Nc1ccc2c(c1)/C(=C(/Nc1ccc(CN3CCCCC3)cc1)c1ccccc1)C(=O)N2,Active
CHEMBL2333365,Cc1c(C(=O)N2CCOc3ccc(-c4ccc(N)nc4)cc3C2)ccc(S(C)(=O)=O)c1F,10000.0,Cc1c(C(=O)N2CCOc3ccc(-c4ccc(N)nc4)cc3C2)ccc(S(C)(=O)=O)c1F,Inactive
CHEMBL2380838,COc1cccc(F)c1C(=O)Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1,3.0,COc1cccc(F)c1C(=O)Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1,Active
CHEMBL2380837,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1cc(F)cc(C(F)(F)F)c1,9.0,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1cc(F)cc(C(F)(F)F)c1,Active
CHEMBL2380836,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1ccc(C(F)(F)F)cc1F,9.0,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1ccc(C(F)(F)F)cc1F,Active
CHEMBL2380835,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1cccc(C(F)(F)F)c1F,7.0,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1cccc(C(F)(F)F)c1F,Active
CHEMBL2380834,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1ccc(F)cc1C(F)(F)F,0.3,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1ccc(F)cc1C(F)(F)F,Active
CHEMBL2380833,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1cc(F)cc(F)c1,7.0,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1cc(F)cc(F)c1,Active
CHEMBL2380832,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1ccc(F)c(F)c1,7.0,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1ccc(F)c(F)c1,Active
CHEMBL2380831,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1c(F)cccc1F,5.0,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1c(F)cccc1F,Active
CHEMBL2380830,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1ccc(F)cc1F,2.0,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1ccc(F)cc1F,Active
CHEMBL2380829,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1cccc(F)c1F,2.0,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1cccc(F)c1F,Active
CHEMBL2380828,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1ccc(C(F)(F)F)cc1,27.0,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1ccc(C(F)(F)F)cc1,Active
CHEMBL2380827,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1ccc(F)cc1,4.0,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1ccc(F)cc1,Active
CHEMBL2380826,Cc1ccc(C(=O)Nc2ccc(Nc3ccnc4[nH]c(=O)c5ccccc5c34)cc2)cc1,3.0,Cc1ccc(C(=O)Nc2ccc(Nc3ccnc4[nH]c(=O)c5ccccc5c34)cc2)cc1,Active
CHEMBL2380825,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1cccc(F)c1,7.0,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1cccc(F)c1,Active
CHEMBL2380824,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1ccccc1C(F)(F)F,4.0,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1ccccc1C(F)(F)F,Active
CHEMBL2380823,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1ccccc1F,9.0,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1ccccc1F,Active
CHEMBL2380839,COc1ccccc1C(=O)Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1,7.0,COc1ccccc1C(=O)Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1,Active
CHEMBL2380848,O=C(Nc1ncc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cn1)c1ccccc1,88.0,O=C(Nc1ncc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cn1)c1ccccc1,Active
CHEMBL2380847,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)nc1)c1ccccc1,615.0,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)nc1)c1ccccc1,Active
CHEMBL2380846,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cn1)c1ccccc1,70.0,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cn1)c1ccccc1,Active
CHEMBL2380845,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1ccccc1,4.0,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1ccccc1,Active
CHEMBL2380844,CNc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1,471.0,CNc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1,Active
CHEMBL2380843,Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1,1150.0,Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1,Intermediate
CHEMBL2380842,O=c1[nH]c2nccc(Nc3ccccc3)c2c2ccccc12,1030.0,O=c1[nH]c2nccc(Nc3ccccc3)c2c2ccccc12,Intermediate
CHEMBL2380841,Nc1ccnc2[nH]c(=O)c3ccccc3c12,3010.0,Nc1ccnc2[nH]c(=O)c3ccccc3c12,Intermediate
CHEMBL110381,Oc1nc2ncccc2c2ccccc12,5540.0,Oc1nc2ncccc2c2ccccc12,Intermediate
CHEMBL2380840,O=c1[nH]c2nccc(Cl)c2c2ccccc12,3010.0,O=c1[nH]c2nccc(Cl)c2c2ccccc12,Intermediate
CHEMBL495727,O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,3.3,O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,Active
CHEMBL2392113,CCN(CC)Cc1ccc2[nH]c(-c3n[nH]cc3Nc3cc(Cl)nc(S(C)(=O)=O)n3)nc2c1,77.9,CCN(CC)Cc1ccc2[nH]c(-c3n[nH]cc3Nc3cc(Cl)nc(S(C)(=O)=O)n3)nc2c1,Active
CHEMBL2392112,Cc1ccc2[nH]c(-c3n[nH]cc3Nc3cc(Cl)nc(S(C)(=O)=O)n3)nc2c1,45.1,Cc1ccc2[nH]c(-c3n[nH]cc3Nc3cc(Cl)nc(S(C)(=O)=O)n3)nc2c1,Active
CHEMBL2392111,CS(=O)(=O)c1nc(Cl)cc(Nc2c[nH]nc2-c2nc3cc(CN4CCOCC4)ccc3[nH]2)n1,28.9,CS(=O)(=O)c1nc(Cl)cc(Nc2c[nH]nc2-c2nc3cc(CN4CCOCC4)ccc3[nH]2)n1,Active
CHEMBL2392110,CCN(CC)Cc1ccc2[nH]c(-c3n[nH]cc3Nc3cc(Cl)nc(Sc4ccc(NC(=O)C5CC5)cc4)n3)nc2c1,248.8,CCN(CC)Cc1ccc2[nH]c(-c3n[nH]cc3Nc3cc(Cl)nc(Sc4ccc(NC(=O)C5CC5)cc4)n3)nc2c1,Active
CHEMBL2392109,CCN(CC)Cc1ccc2[nH]c(-c3n[nH]cc3Nc3cc(Cl)nc(SC)n3)nc2c1,86.1,CCN(CC)Cc1ccc2[nH]c(-c3n[nH]cc3Nc3cc(Cl)nc(SC)n3)nc2c1,Active
CHEMBL2392107,Cc1ccc2[nH]c(-c3n[nH]cc3Nc3cc(Cl)nc(Sc4ccc(NC(=O)C5CC5)cc4)n3)nc2c1,1134.0,Cc1ccc2[nH]c(-c3n[nH]cc3Nc3cc(Cl)nc(Sc4ccc(NC(=O)C5CC5)cc4)n3)nc2c1,Intermediate
CHEMBL2392106,CSc1nc(Cl)cc(Nc2c[nH]nc2-c2nc3cc(C)ccc3[nH]2)n1,321.3,CSc1nc(Cl)cc(Nc2c[nH]nc2-c2nc3cc(C)ccc3[nH]2)n1,Active
CHEMBL2392105,Cc1ccc2[nH]c(-c3n[nH]cc3Nc3cc(Cl)nc(C)n3)nc2c1,91.1,Cc1ccc2[nH]c(-c3n[nH]cc3Nc3cc(Cl)nc(C)n3)nc2c1,Active
CHEMBL2392104,O=C(Nc1ccc(Sc2nc(Cl)cc(Nc3c[nH]nc3-c3nc4cc(CN5CCCCC5)ccc4[nH]3)n2)cc1)C1CC1,124.9,O=C(Nc1ccc(Sc2nc(Cl)cc(Nc3c[nH]nc3-c3nc4cc(CN5CCCCC5)ccc4[nH]3)n2)cc1)C1CC1,Active
CHEMBL2392103,O=C(Nc1ccc(Sc2nc(Cl)cc(Nc3c[nH]nc3-c3nc4cc(CN5CCOCC5)ccc4[nH]3)n2)cc1)C1CC1,214.9,O=C(Nc1ccc(Sc2nc(Cl)cc(Nc3c[nH]nc3-c3nc4cc(CN5CCOCC5)ccc4[nH]3)n2)cc1)C1CC1,Active
CHEMBL2392102,CSc1nc(Cl)cc(Nc2c[nH]nc2-c2nc3cc(CN4CCOCC4)ccc3[nH]2)n1,71.9,CSc1nc(Cl)cc(Nc2c[nH]nc2-c2nc3cc(CN4CCOCC4)ccc3[nH]2)n1,Active
CHEMBL2392101,Cc1nc(Cl)cc(Nc2c[nH]nc2-c2nc3cc(CN4CCOCC4)ccc3[nH]2)n1,68.5,Cc1nc(Cl)cc(Nc2c[nH]nc2-c2nc3cc(CN4CCOCC4)ccc3[nH]2)n1,Active
CHEMBL2398648,O=C(Nc1ccccc1)Nc1ccc(CCCNc2ncnc3oc(-c4ccccc4)c(-c4ccccc4)c23)cc1,10000.0,O=C(Nc1ccccc1)Nc1ccc(CCCNc2ncnc3oc(-c4ccccc4)c(-c4ccccc4)c23)cc1,Inactive
CHEMBL2398645,O=C(Nc1ccccc1)Nc1cccc(CCNc2ncnc3oc(-c4ccccc4)c(-c4ccccc4)c23)c1,10000.0,O=C(Nc1ccccc1)Nc1cccc(CCNc2ncnc3oc(-c4ccccc4)c(-c4ccccc4)c23)c1,Inactive
CHEMBL2398650,NC(=O)Nc1ccc(CCNc2ncnc3oc(-c4ccccc4)c(-c4ccccc4)c23)cc1,929.0,NC(=O)Nc1ccc(CCNc2ncnc3oc(-c4ccccc4)c(-c4ccccc4)c23)cc1,Active
CHEMBL2398647,O=C(Nc1ccccc1)Nc1ccc(CNc2ncnc3oc(-c4ccccc4)c(-c4ccccc4)c23)cc1,852.0,O=C(Nc1ccccc1)Nc1ccc(CNc2ncnc3oc(-c4ccccc4)c(-c4ccccc4)c23)cc1,Active
CHEMBL2398653,COc1ccc(NC(=O)Nc2ccc(CCNc3ncnc4oc(-c5ccccc5)c(-c5ccccc5)c34)cc2)cc1,367.0,COc1ccc(NC(=O)Nc2ccc(CCNc3ncnc4oc(-c5ccccc5)c(-c5ccccc5)c34)cc2)cc1,Active
CHEMBL2398656,O=C(Nc1ccccc1)Nc1ccc(CCNc2ncnc3occ(-c4ccccc4)c23)cc1,342.0,O=C(Nc1ccccc1)Nc1ccc(CCNc2ncnc3occ(-c4ccccc4)c23)cc1,Active
CHEMBL189434,OCCNc1ncnc2oc(-c3ccccc3)c(-c3ccccc3)c12,273.0,OCCNc1ncnc2oc(-c3ccccc3)c(-c3ccccc3)c12,Active
CHEMBL2398651,CNC(=O)Nc1ccc(CCNc2ncnc3oc(-c4ccccc4)c(-c4ccccc4)c23)cc1,203.0,CNC(=O)Nc1ccc(CCNc2ncnc3oc(-c4ccccc4)c(-c4ccccc4)c23)cc1,Active
CHEMBL2398646,O=C(Nc1ccccc1)Nc1ccc(Nc2ncnc3oc(-c4ccccc4)c(-c4ccccc4)c23)cc1,201.0,O=C(Nc1ccccc1)Nc1ccc(Nc2ncnc3oc(-c4ccccc4)c(-c4ccccc4)c23)cc1,Active
CHEMBL2398642,O=C(Nc1ccccc1)Nc1ccc(CCNc2ncnc3oc(-c4ccc(OCCN5CCC(O)CC5)cc4)cc23)cc1,41.0,O=C(Nc1ccccc1)Nc1ccc(CCNc2ncnc3oc(-c4ccc(OCCN5CCC(O)CC5)cc4)cc23)cc1,Active
CHEMBL2398649,O=C(NCc1ccccc1)Nc1ccc(CCNc2ncnc3oc(-c4ccccc4)c(-c4ccccc4)c23)cc1,160.0,O=C(NCc1ccccc1)Nc1ccc(CCNc2ncnc3oc(-c4ccccc4)c(-c4ccccc4)c23)cc1,Active
CHEMBL2398652,O=C(Nc1ccc(CCNc2ncnc3oc(-c4ccccc4)c(-c4ccccc4)c23)cc1)NC1CCCCC1,141.0,O=C(Nc1ccc(CCNc2ncnc3oc(-c4ccccc4)c(-c4ccccc4)c23)cc1)NC1CCCCC1,Active
CHEMBL2398655,O=C(Nc1ccccc1)Nc1ccc(CCNc2ncnc3oc(-c4ccccc4)cc23)cc1,140.0,O=C(Nc1ccccc1)Nc1ccc(CCNc2ncnc3oc(-c4ccccc4)cc23)cc1,Active
CHEMBL2398659,CCCCN(CCCC)CCOc1ccc(-c2cc3c(NCCc4ccc(NC(=O)Nc5ccccc5)cc4)ncnc3o2)cc1,124.0,CCCCN(CCCC)CCOc1ccc(-c2cc3c(NCCc4ccc(NC(=O)Nc5ccccc5)cc4)ncnc3o2)cc1,Active
CHEMBL2398654,O=C(Nc1ccc(F)cc1)Nc1ccc(CCNc2ncnc3oc(-c4ccccc4)c(-c4ccccc4)c23)cc1,123.0,O=C(Nc1ccc(F)cc1)Nc1ccc(CCNc2ncnc3oc(-c4ccccc4)c(-c4ccccc4)c23)cc1,Active
CHEMBL2398660,O=C(Nc1ccccc1)Nc1ccc(CCNc2ncnc3oc(-c4ccc(OCCN5CCCC5)cc4)cc23)cc1,107.0,O=C(Nc1ccccc1)Nc1ccc(CCNc2ncnc3oc(-c4ccc(OCCN5CCCC5)cc4)cc23)cc1,Active
CHEMBL2398641,CCN(CCO)CCOc1ccc(-c2cc3c(NCCc4ccc(NC(=O)Nc5ccccc5)cc4)ncnc3o2)cc1,99.0,CCN(CCO)CCOc1ccc(-c2cc3c(NCCc4ccc(NC(=O)Nc5ccccc5)cc4)ncnc3o2)cc1,Active
CHEMBL2398644,CN(C)CCOc1cccc(-c2cc3c(NCCc4ccc(NC(=O)Nc5ccccc5)cc4)ncnc3o2)c1,80.0,CN(C)CCOc1cccc(-c2cc3c(NCCc4ccc(NC(=O)Nc5ccccc5)cc4)ncnc3o2)c1,Active
CHEMBL2398643,CN(C)CCCOc1ccc(-c2cc3c(NCCc4ccc(NC(=O)Nc5ccccc5)cc4)ncnc3o2)cc1,61.0,CN(C)CCCOc1ccc(-c2cc3c(NCCc4ccc(NC(=O)Nc5ccccc5)cc4)ncnc3o2)cc1,Active
CHEMBL2398640,O=C(Nc1ccccc1)Nc1ccc(CCNc2ncnc3oc(-c4ccc(OCCN5CCOCC5)cc4)cc23)cc1,50.0,O=C(Nc1ccccc1)Nc1ccc(CCNc2ncnc3oc(-c4ccc(OCCN5CCOCC5)cc4)cc23)cc1,Active
CHEMBL2398639,CN1CCN(CCOc2ccc(-c3cc4c(NCCc5ccc(NC(=O)Nc6ccccc6)cc5)ncnc4o3)cc2)CC1,49.0,CN1CCN(CCOc2ccc(-c3cc4c(NCCc5ccc(NC(=O)Nc6ccccc6)cc5)ncnc4o3)cc2)CC1,Active
CHEMBL2398638,O=C(Nc1ccccc1)Nc1ccc(CCNc2ncnc3oc(-c4ccc(OCCN5CCCCC5)cc4)cc23)cc1,49.0,O=C(Nc1ccccc1)Nc1ccc(CCNc2ncnc3oc(-c4ccc(OCCN5CCCCC5)cc4)cc23)cc1,Active
CHEMBL2398657,CN(C)CCOc1ccc(-c2cc3c(NCCc4ccc(NC(=O)Nc5ccccc5)cc4)ncnc3o2)cc1,24.0,CN(C)CCOc1ccc(-c2cc3c(NCCc4ccc(NC(=O)Nc5ccccc5)cc4)ncnc3o2)cc1,Active
CHEMBL2398658,CCN(CC)CCOc1ccc(-c2cc3c(NCCc4ccc(NC(=O)Nc5ccccc5)cc4)ncnc3o2)cc1,18.0,CCN(CC)CCOc1ccc(-c2cc3c(NCCc4ccc(NC(=O)Nc5ccccc5)cc4)ncnc3o2)cc1,Active
CHEMBL1483261,c1ccc(-c2csc3ncnc(N4CCc5ccccc5C4)c23)cc1,5.559,c1ccc(-c2csc3ncnc(N4CCc5ccccc5C4)c23)cc1,Active
CHEMBL2409778,Cc1cc(C(=O)Nc2cc(Oc3ccc4nc(NC(=O)C5CC5)nn4c3)ccc2F)n(C)n1,10000.0,Cc1cc(C(=O)Nc2cc(Oc3ccc4nc(NC(=O)C5CC5)nn4c3)ccc2F)n(C)n1,Inactive
CHEMBL2409790,Cc1cc(C(=O)Nc2cccc(Oc3ccc4nc(NC(=O)C5CC5)sc4c3)c2)n(C)n1,680.0,Cc1cc(C(=O)Nc2cccc(Oc3ccc4nc(NC(=O)C5CC5)sc4c3)c2)n(C)n1,Active
CHEMBL2409781,Cc1cc(C(=O)Nc2cccc(Oc3ccc4nc(NC(=O)C5CC5)sc4n3)c2)n(C)n1,1000.0,Cc1cc(C(=O)Nc2cccc(Oc3ccc4nc(NC(=O)C5CC5)sc4n3)c2)n(C)n1,Active
CHEMBL2409779,Cc1cc(C(=O)Nc2cccc(Oc3ccc4nc(NC(=O)C5CC5)cn4c3)c2)n(C)n1,170.0,Cc1cc(C(=O)Nc2cccc(Oc3ccc4nc(NC(=O)C5CC5)cn4c3)c2)n(C)n1,Active
CHEMBL2409775,Cc1cc(C(=O)Nc2cccc(Oc3ccc4nc(NC(=O)C5CC5)nn4c3)c2)n(C)n1,120.0,Cc1cc(C(=O)Nc2cccc(Oc3ccc4nc(NC(=O)C5CC5)nn4c3)c2)n(C)n1,Active
CHEMBL2348996,Cc1cc(C(=O)Nc2cccc(Oc3ccc4nc(NC(=O)C5CC5)cn4n3)c2)n(C)n1,360.0,Cc1cc(C(=O)Nc2cccc(Oc3ccc4nc(NC(=O)C5CC5)cn4n3)c2)n(C)n1,Active
CHEMBL2436978,CN1CCN(Cc2ccc(-c3cnc4[nH]cc(-c5ccc6[nH]ccc6c5)c4c3)cc2)CC1,108.0,CN1CCN(Cc2ccc(-c3cnc4[nH]cc(-c5ccc6[nH]ccc6c5)c4c3)cc2)CC1,Active
CHEMBL2443026,CN(C)c1ccc(Oc2cc(O)cc(O)c2-c2cc(C(=O)NC3CCN(C4CCC5(CC4)OCCO5)CC3)no2)cc1,10.0,CN(C)c1ccc(Oc2cc(O)cc(O)c2-c2cc(C(=O)NC3CCN(C4CCC5(CC4)OCCO5)CC3)no2)cc1,Active
CHEMBL2443139,CC(C)Nc1ccc(Oc2cc(O)cc(O)c2-c2cc(C(=O)NC3CCN(C)CC3)no2)cc1,10.0,CC(C)Nc1ccc(Oc2cc(O)cc(O)c2-c2cc(C(=O)NC3CCN(C)CC3)no2)cc1,Active
CHEMBL2443138,CN1CCC(NC(=O)c2cc(-c3c(O)cc(O)cc3Oc3ccc(N(C)C)cc3)on2)CC1,10.0,CN1CCC(NC(=O)c2cc(-c3c(O)cc(O)cc3Oc3ccc(N(C)C)cc3)on2)CC1,Active
CHEMBL2443044,CN1CCC(NC(=O)c2cc(-c3c(O)cc(O)cc3Oc3ccc([N+](=O)[O-])cc3)on2)CC1,10.0,CN1CCC(NC(=O)c2cc(-c3c(O)cc(O)cc3Oc3ccc([N+](=O)[O-])cc3)on2)CC1,Active
CHEMBL3133821,Oc1cccc(Nc2ccnc3[nH]c4ccccc4c23)c1,250.0,Oc1cccc(Nc2ccnc3[nH]c4ccccc4c23)c1,Active
CHEMBL3218297,CS(=O)(=O)O.O=C(NCc1cccc(O)c1)Nc1nc(-c2ccncc2)cs1,1.0,O=C(NCc1cccc(O)c1)Nc1nc(-c2ccncc2)cs1,Active
CHEMBL3237172,COC(=O)c1ccc(Nc2nc(Nc3cc(C)[nH]n3)cc(N3CCN(C)CC3)n2)cc1,46.0,COC(=O)c1ccc(Nc2nc(Nc3cc(C)[nH]n3)cc(N3CCN(C)CC3)n2)cc1,Active
CHEMBL3237173,COC(=O)c1ccc(Nc2nc(Nc3cc(C)[nH]n3)cc(N3CCNCC3)n2)cc1,135.0,COC(=O)c1ccc(Nc2nc(Nc3cc(C)[nH]n3)cc(N3CCNCC3)n2)cc1,Active
CHEMBL3237174,COC(=O)c1ccc(Nc2nc(Nc3cc(C)[nH]n3)cc(N3CCOCC3)n2)cc1,25.0,COC(=O)c1ccc(Nc2nc(Nc3cc(C)[nH]n3)cc(N3CCOCC3)n2)cc1,Active
CHEMBL3237175,COC(=O)c1ccc(Nc2nc(Nc3cc(C)[nH]n3)cc(N3C[C@@H](C)O[C@@H](C)C3)n2)cc1,113.0,COC(=O)c1ccc(Nc2nc(Nc3cc(C)[nH]n3)cc(N3C[C@@H](C)O[C@@H](C)C3)n2)cc1,Active
CHEMBL3237176,COC(=O)c1ccc(Nc2nc(Nc3cc(C)[nH]n3)cc(N3CCN(S(C)(=O)=O)CC3)n2)cc1,34.0,COC(=O)c1ccc(Nc2nc(Nc3cc(C)[nH]n3)cc(N3CCN(S(C)(=O)=O)CC3)n2)cc1,Active
